gene_human,gene,M_1_R1,M_1_R2,M_1_R3,M_2_R1,M_2_R2,M_2_R3,M_3_R1,M_3_R2,M_3_R3,H_1_R1,H_1_R2,H_1_R3,H_2_R1,H_2_R2,H_2_R3,H_3_R1,H_3_R2,H_3_R3,Gene description,Gene stable ID,Human gene stable ID,Protein stable ID,Protein.Group,Protein.Ids,Protein.Names,Protein.Group,Protein.Ids,Protein.Names
SOGA1,Soga1,7246.152872,6993.226917,6958.582389,7512.035701,7540.353842,7104.755623,4884.034868,4986.642002,4578.638989,72887.99045,69651.57755,70751.98292,85407.74678,87920.31301,70647.60617,84908.8858,86288.33673,88160.44138,"suppressor of glucose, autophagy associated 1 [Source:MGI Symbol;Acc:MGI:2444575]",ENSMUSG00000055485,ENSG00000149639,ENSMUSP00000066556,O94964,O94964;H0YDM2,SOGA1_HUMAN,E1U8D0,E1U8D0;A2ACV6,SOGA1_MOUSE
MMS22L,Mms22l,5192.536331,6043.567422,6017.295066,7538.467697,6050.178647,6294.181327,3681.709712,3016.444361,2895.699529,4476.157468,4266.055796,4164.204317,5976.922957,7170.111406,5534.644274,4994.934286,4485.750214,6601.675681,"MMS22-like, DNA repair protein [Source:MGI Symbol;Acc:MGI:2684980]",ENSMUSG00000045751,ENSG00000146263,,Q6ZRQ5,Q6ZRQ5;E2QRD4,MMS22_HUMAN,B1AUR6,B1AUR6;G8JL47;G3UXR9,MMS22_MOUSE
LRP1,Lrp1,6818.984658,6580.541703,6514.527679,7549.307983,7275.416221,7482.063808,4778.967115,4849.451184,4575.634836,22516.91152,23918.73779,21738.62212,26114.38145,26695.57051,26655.85558,25046.1669,25709.14966,26303.92041,low density lipoprotein receptor-related protein 1 [Source:MGI Symbol;Acc:MGI:96828],ENSMUSG00000040249,ENSG00000123384,ENSMUSP00000044004,Q07954,Q07954,LRP1_HUMAN,Q91ZX7,Q91ZX7;A0A0R4J0I9,LRP1_MOUSE
SIRT5,Sirt5,8858.493003,8560.217672,9202.790115,7570.070202,8359.779492,8767.786471,6809.609512,7826.334918,7499.604528,32051.58615,30461.41343,31280.8911,38226.64571,32303.87421,37692.41485,30169.81232,35074.29581,33260.65834,sirtuin 5 [Source:MGI Symbol;Acc:MGI:1915596],ENSMUSG00000054021,ENSG00000124523,,Q9NXA8,Q9NXA8,SIR5_HUMAN,Q8K2C6,Q8K2C6;A0A1Y7VJY8;A0A1Y7VM56,SIR5_MOUSE
DIDO1,Dido1,7193.22103,6733.019233,6693.779525,7572.060647,7554.897089,7669.972571,4916.858025,4948.765779,5011.441569,10796.55734,11690.63154,11254.05974,13467.74648,13670.67756,13685.06836,12573.45713,14069.57356,12785.52356,death inducer-obliterator 1 [Source:MGI Symbol;Acc:MGI:1344352],ENSMUSG00000038914,ENSG00000101191,ENSMUSP00000084794,Q9BTC0,Q9BTC0,DIDO1_HUMAN,Q8C9B9,Q8C9B9;A0A0R4J0L7,DIDO1_MOUSE
RAPGEF4,Rapgef4,3249.338355,5890.836156,7240.769518,7583.854124,7830.408484,6828.364451,4461.946239,4904.687647,4117.934999,4225.660984,5634.033631,4476.904308,5448.700368,5252.514276,5076.523365,4517.103805,6145.792731,6385.990912,Rap guanine nucleotide exchange factor (GEF) 4 [Source:MGI Symbol;Acc:MGI:1917723],ENSMUSG00000049044,ENSG00000091428,ENSMUSP00000088336,Q8WZA2,Q8WZA2;H7BYQ0;B7Z278,RPGF4_HUMAN,Q9EQZ6,Q9EQZ6;A2ASW8,RPGF4_MOUSE
ALAS1,Alas1,5974.455743,5864.123103,6068.742958,7590.442618,5035.031411,0,3067.848383,4220.589521,3998.888624,4112.273681,3389.917887,4629.000797,6017.947594,5716.649809,4855.25562,5362.694277,5804.119488,3879.229301,aminolevulinic acid synthase 1 [Source:MGI Symbol;Acc:MGI:87989],ENSMUSG00000032786,ENSG00000023330,ENSMUSP00000108143,P13196,P13196,HEM1_HUMAN,Q8VC19,Q8VC19;A0A0R4J0X2,HEM1_MOUSE
VIRMA,Virma,8668.788567,7109.075037,6716.479207,7602.151557,7067.829928,7571.590465,4554.86122,4423.86701,3961.985882,5591.525755,6063.939312,5718.856004,6656.649898,6717.584548,6610.950669,6353.696533,6767.653811,6612.864778,vir like m6A methyltransferase associated [Source:MGI Symbol;Acc:MGI:1913435],ENSMUSG00000040720,ENSG00000164944,ENSMUSP00000063188,Q69YN4,Q69YN4,VIR_HUMAN,A2AIV2,A2AIV2;E9PZY8,VIR_MOUSE
FAM171A2,Fam171a2,7847.921233,6794.618744,6240.500246,7603.492152,6797.240555,6685.841891,5089.515384,4862.727749,4252.85336,8189.536829,10214.39087,8355.037051,8942.07374,9721.660212,10499.26645,9123.802995,10330.00375,11650.62659,"family with sequence similarity 171, member A2 [Source:MGI Symbol;Acc:MGI:2448496]",ENSMUSG00000034685,ENSG00000161682,ENSMUSP00000038486,A8MVW0,A8MVW0,F1712_HUMAN,A2A699,A2A699,F1712_MOUSE
MAP4K3,Map4k3,5635.642343,6521.382211,5635.716149,7606.880928,4176.597076,7519.58972,3174.598988,3088.003012,1856.653877,5122.458093,6846.940261,5129.499001,4989.21548,6296.684943,5381.523936,5947.315173,6784.269753,6255.008729,mitogen-activated protein kinase kinase kinase kinase 3 [Source:MGI Symbol;Acc:MGI:2154405],ENSMUSG00000024242,ENSG00000011566,,Q8IVH8,Q8IVH8;F5H5A3;H7C1A4,M4K3_HUMAN,Q99JP0,Q99JP0;A0A3Q4EGQ9;E9QNE9,M4K3_MOUSE
LRIF1,Lrif1,4888.710207,4513.602216,8501.220442,7620.907477,7168.704567,7456.222656,6235.126219,5819.21134,4409.921828,3933.376128,2627.359631,3832.153876,2916.396638,3592.268413,3333.257112,3615.517736,3944.801715,2817.47092,ligand dependent nuclear receptor interacting factor 1 [Source:MGI Symbol;Acc:MGI:2445214],ENSMUSG00000056260,ENSG00000121931,ENSMUSP00000096347,Q5T3J3,Q5T3J3,LRIF1_HUMAN,Q8CDD9,Q8CDD9,LRIF1_MOUSE
DNPH1,Dnph1,6072.54124,7408.036136,4105.539364,7654.481343,3200.960771,6476.02773,3008.875278,3715.147378,3308.974912,77438.831,109394.5089,72889.97861,87116.55285,85930.52834,79173.26803,75065.45554,99398.85009,121554.9916,2'-deoxynucleoside 5'-phosphate N-hydrolase 1 [Source:MGI Symbol;Acc:MGI:3039376],ENSMUSG00000040658,ENSG00000112667,ENSMUSP00000045283,O43598,O43598;H0Y8X4,DNPH1_HUMAN,Q80VJ3,Q80VJ3,DNPH1_MOUSE
PHF12,Phf12,7560.954825,6344.944359,5097.61983,7659.055545,4562.274517,7069.496404,4045.684221,4819.75561,4156.173251,1346.091608,1175.361763,1485.863367,1667.488109,1550.022086,1270.758437,1612.998104,1567.757136,1776.136911,PHD finger protein 12 [Source:MGI Symbol;Acc:MGI:1924057],ENSMUSG00000037791,ENSG00000109118,ENSMUSP00000103997,Q96QT6,Q96QT6;C9J9G2;K7ERZ4,PHF12_HUMAN,Q5SPL2,Q5SPL2;Q5SS87;F7AXU7,PHF12_MOUSE
MARS2,Mars2,9366.982057,8336.734511,7847.432345,7666.718955,7795.404005,6494.889377,5350.293896,4658.103018,3911.859655,11347.13429,10685.75015,10410.55662,12348.25651,11506.39776,9721.9642,12419.53709,10999.94671,11544.13841,methionine-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:2444136],ENSMUSG00000046994,ENSG00000247626,ENSMUSP00000049770,Q96GW9,Q96GW9,SYMM_HUMAN,Q499X9,Q499X9,SYMM_MOUSE
ACVR2B,Acvr2b,7995.022646,5691.320908,7104.581545,7686.435838,7875.496471,10820.6143,4139.798686,5230.023221,0,5254.227589,8213.472182,6155.574454,5355.485846,6731.395919,0,7872.206796,5019.405188,12531.40413,activin receptor IIB [Source:MGI Symbol;Acc:MGI:87912],ENSMUSG00000061393,ENSG00000114739,ENSMUSP00000126108,Q13705,Q13705,AVR2B_HUMAN,P27040,P27038;P27040,AVR2B_MOUSE
BCL9,Bcl9,6616.716627,6903.808758,6471.061008,7701.961761,7989.38944,7881.166149,4831.29055,4642.554232,5473.552961,11369.60791,13836.76813,12082.95335,12974.36231,12773.20548,13480.02662,13148.91863,14961.82187,14309.81054,B cell CLL/lymphoma 9 [Source:MGI Symbol;Acc:MGI:1924828],ENSMUSG00000038256,ENSG00000116128,ENSMUSP00000046152,O00512,O00512,BCL9_HUMAN,Q9D219,Q9D219,BCL9_MOUSE
WRAP73,Wrap73,7193.123994,5585.800048,3439.688275,7706.202969,6108.138333,4102.551648,3199.294655,0,3545.267855,6090.944762,5909.615693,4754.824404,7345.801723,7633.486666,6251.150217,5814.965048,4261.629665,7137.449459,"WD repeat containing, antisense to Trp73 [Source:MGI Symbol;Acc:MGI:1891749]",ENSMUSG00000029029,ENSG00000116213,ENSMUSP00000030895,Q9P2S5,Q9P2S5;Q5T0D5;A0A0A0MRV3,WRP73_HUMAN,Q9JM98,Q9JM98,WRP73_MOUSE
TBC1D9B,Tbc1d9b,8829.082205,6863.920988,7303.349525,7717.656933,7916.841719,8169.529465,4839.1477,4853.643861,5010.218675,24064.95111,30052.47183,25967.90101,32493.34145,30367.5422,30187.61744,28812.46601,30449.25955,33599.88356,"TBC1 domain family, member 9B [Source:MGI Symbol;Acc:MGI:1924045]",ENSMUSG00000036644,ENSG00000197226,ENSMUSP00000090825,Q66K14,Q66K14;H0YB08,TBC9B_HUMAN,Q5SVR0,Q5SVR0,TBC9B_MOUSE
USP42,Usp42,9120.79561,7089.437024,5937.371096,7730.256973,5251.376646,5316.592265,3724.327218,3808.643177,2395.547513,4296.333056,5455.769129,4757.207395,4751.558214,5502.550156,5478.618109,4934.140144,6573.043499,5633.152968,ubiquitin specific peptidase 42 [Source:MGI Symbol;Acc:MGI:1924050],ENSMUSG00000051306,ENSG00000106346,ENSMUSP00000053955,Q9H9J4,Q9H9J4,UBP42_HUMAN,B2RQC2,B2RQC2,UBP42_MOUSE
TTC39C,Ttc39c,5580.066043,6638.238494,7929.640977,7756.262712,7665.420717,6898.370942,4770.171894,3861.333797,4865.005169,10605.35056,11140.78015,9334.680055,12228.77512,11741.49578,11176.05444,10576.10352,12770.01988,12562.57717,tetratricopeptide repeat domain 39C [Source:MGI Symbol;Acc:MGI:1919997],ENSMUSG00000024424,ENSG00000168234,ENSMUSP00000156993,Q8N584,Q8N584;G3V1P2,TT39C_HUMAN,Q8VE09,Q8VE09;A0A3Q4EGC9;G3X8X1,TT39C_MOUSE
ZCCHC4,Zcchc4,10258.99539,8903.075074,9068.954658,7758.957892,8998.762655,8933.751318,4040.331051,6366.649881,5098.319078,12627.36003,16229.70861,13839.37039,18660.18088,18878.41259,15788.06325,20256.10822,19424.2689,17796.89275,"zinc finger, CCHC domain containing 4 [Source:MGI Symbol;Acc:MGI:1926046]",ENSMUSG00000029179,ENSG00000168228,,Q9H5U6,Q9H5U6;H0Y8V8,ZCHC4_HUMAN,Q8BKW4,Q8BKW4,ZCHC4_MOUSE
KIAA0319L,KIAA0319L,5837.899796,6960.120115,5524.764067,7761.005642,7100.651493,6790.223208,5062.173805,4606.64549,4470.408799,8567.58606,5505.481927,7194.209394,8918.968952,8851.677801,8155.67598,11114.75526,6269.207258,7415.270723,expressed sequence AU040320 [Source:MGI Symbol;Acc:MGI:2140475],ENSMUSG00000028830,ENSG00000142687,ENSMUSP00000117842,Q8IZA0,Q8IZA0;B1AN15;C9J519;E7EN73,K319L_HUMAN,Q8K135,Q8K135;Z4YK56,K319L_MOUSE
DNAJC1,Dnajc1,4022.935137,5815.447711,5877.162681,7765.538063,5551.991864,6823.115788,6010.210539,4181.881398,4261.659351,8491.610563,9472.012997,7807.89911,11644.10449,11600.15812,9028.147372,10599.95974,8989.227126,10129.08281,DnaJ heat shock protein family (Hsp40) member C1 [Source:MGI Symbol;Acc:MGI:103268],ENSMUSG00000026740,ENSG00000136770,ENSMUSP00000132289,Q96KC8,Q96KC8,DNJC1_HUMAN,Q61712,Q61712,DNJC1_MOUSE
SCAF1,Scaf1,6916.589258,7267.290306,6703.112381,7782.401643,8307.976071,8528.401528,5302.408324,5816.570601,4837.683019,6395.773363,6536.835867,6260.413523,7816.505467,7365.87739,7496.595342,7287.591579,7298.401035,8131.102956,SR-related CTD-associated factor 1 [Source:MGI Symbol;Acc:MGI:2141980],ENSMUSG00000038406,ENSG00000126461,ENSMUSP00000148251,Q9H7N4,Q9H7N4,SFR19_HUMAN,Q5U4C3,Q5U4C3,SFR19_MOUSE
ILDR2,Ildr2,4741.99039,6165.736023,7342.685705,7789.324296,6960.874612,6849.469781,5850.26649,6032.516396,4596.362438,12565.86846,12145.00646,12482.88689,14783.01856,13188.81475,12941.45264,12143.27974,12164.8468,14898.46152,immunoglobulin-like domain containing receptor 2 [Source:MGI Symbol;Acc:MGI:1196370],ENSMUSG00000040612,ENSG00000143195,ENSMUSP00000107047,Q71H61,Q71H61;E9PR23;E9PNU3;E9PQC8;E9PPL0;E9PRA4;E9PLS0,ILDR2_HUMAN,B5TVM2,B5TVM2;A0A0A6YXV2;A0A0A6YVY9;A0A0A6YWD2;A0A0A6YY76;A0A0A6YXF0;A0A0A6YY19,ILDR2_MOUSE
CDC7,Cdc7,8612.933529,5133.589816,7665.29655,7793.874877,5177.065269,9016.512897,5442.088001,4072.142443,7384.229197,15052.96038,16250.59886,17862.12379,18149.13779,15605.56589,18886.43674,16094.40312,15192.92458,19032.64025,cell division cycle 7 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1309511],ENSMUSG00000029283,ENSG00000097046,ENSMUSP00000112392,O00311,O00311;B1AMW7,CDC7_HUMAN,Q9Z0H0,Q9Z0H0;Q66JY4;G3UVV7,CDC7_MOUSE
MED14,Med14,6579.195934,6447.336592,7046.975682,7797.100625,7694.574355,8103.261549,4381.770502,4849.618833,4439.08947,4387.535436,4637.303911,4807.566069,5918.921695,6067.596767,7241.588622,5571.453163,7503.636113,6739.943593,mediator complex subunit 14 [Source:MGI Symbol;Acc:MGI:1349442],ENSMUSG00000064127,ENSG00000180182,ENSMUSP00000094239,O60244,O60244,MED14_HUMAN,A2ABV5,A2ABV5;A2BDP0,MED14_MOUSE
MAP4K5,Map4k5,6173.599272,6220.404261,6754.99957,7805.713853,6022.998648,7406.224254,4422.869423,4521.718932,4206.15838,7406.428897,9436.54833,8990.460676,9260.48545,11330.77568,11024.26543,9915.302693,11031.54505,10795.44827,mitogen-activated protein kinase kinase kinase kinase 5 [Source:MGI Symbol;Acc:MGI:1925503],ENSMUSG00000034761,ENSG00000012983,ENSMUSP00000106196,Q9Y4K4,Q9Y4K4,M4K5_HUMAN,Q8BPM2,Q8BPM2;E9Q1T3;E9PX30,M4K5_MOUSE
ZFP62,Zfp62,7870.524929,7026.944751,7370.514948,7806.04718,8089.644079,8323.05379,5117.846836,4706.746895,5214.607606,1731.138753,1069.283338,1286.182101,1756.334753,2372.04926,2339.205386,2043.008426,2125.162757,1865.868677,zinc finger protein 62 [Source:MGI Symbol;Acc:MGI:99662],ENSMUSG00000046311,ENSG00000196670,ENSMUSP00000104821,Q8NB50,Q8NB50,ZFP62_HUMAN,Q8C827,Q8C827;J3JS23;J3JS22,ZFP62_MOUSE
CLPTM1L,Clptm1l,13875.30392,9564.080365,8662.963102,7838.793204,7926.203384,8030.352656,4356.815156,6235.788645,5702.314018,22850.69392,25622.61918,24579.60458,28412.58686,28803.29702,25111.42168,27813.70659,30440.18845,28479.81868,CLPTM1-like [Source:MGI Symbol;Acc:MGI:2442892],ENSMUSG00000021610,ENSG00000049656,ENSMUSP00000022102,Q96KA5,Q96KA5;G5E9Z2,CLP1L_HUMAN,Q8BXA5,Q8BXA5,CLP1L_MOUSE
AMBRA1,Ambra1,7353.760617,6201.604299,7160.556465,7849.244961,7364.561602,7640.199441,4713.421505,4619.089216,4793.19651,2718.797773,0,0,4408.80453,3221.945898,3204.199624,3683.192032,3685.623682,4812.019732,autophagy/beclin 1 regulator 1 [Source:MGI Symbol;Acc:MGI:2443564],ENSMUSG00000040506,ENSG00000110497,ENSMUSP00000097299,Q9C0C7,Q9C0C7;A0A075B6T1,AMRA1_HUMAN,A2AH22,A2AH22,AMRA1_MOUSE
MCAM,Mcam,6079.759428,5964.600799,6377.956969,7859.554128,7690.867364,7261.179453,5690.590664,4999.853242,5148.106703,21713.48103,25443.07953,22409.50594,28177.54984,27518.26796,27131.97873,27086.80771,26952.23057,29196.37234,melanoma cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1933966],ENSMUSG00000032135,ENSG00000076706,ENSMUSP00000121090,P43121,P43121,MUC18_HUMAN,Q8R2Y2,Q8R2Y2,MUC18_MOUSE
SERPINE2,Serpine2,10144.00119,7264.502597,9229.075366,7876.834738,6157.463819,6974.720928,5964.709174,6331.700289,5009.375472,12960.5362,14755.92551,14375.92854,15577.81777,17516.98796,17294.36054,16773.36245,15936.9372,15800.21732,"serine (or cysteine) peptidase inhibitor, clade E, member 2 [Source:MGI Symbol;Acc:MGI:101780]",ENSMUSG00000026249,ENSG00000135919,ENSMUSP00000027467,P07093,P07093,GDN_HUMAN,Q07235,Q07235;A0A087WQM1,GDN_MOUSE
PTPN9,Ptpn9,9055.953628,7282.450651,7722.862023,7878.61979,8667.226654,9837.487945,6964.228263,5024.61334,5309.287146,23032.75823,22511.21184,25034.45444,26842.26925,18671.18277,18862.68447,22025.35425,25285.83134,22509.57926,"protein tyrosine phosphatase, non-receptor type 9 [Source:MGI Symbol;Acc:MGI:1928376]",ENSMUSG00000032290,ENSG00000169410,ENSMUSP00000034832,P43378,P43378;A0A0A0MR09,PTN9_HUMAN,O35239,O35239,PTN9_MOUSE
SPECC1,Specc1,7810.870972,5967.209581,5832.996293,7894.296769,8661.939281,7544.640428,5359.743928,4765.913939,5053.927175,13507.89476,14958.21138,14329.43221,17570.20708,17632.65319,16301.85638,15606.09365,15812.65943,17470.73179,sperm antigen with calponin homology and coiled-coil domains 1 [Source:MGI Symbol;Acc:MGI:2442356],ENSMUSG00000042331,ENSG00000128487,,Q5M775,Q5M775;J3KSG2,CYTSB_HUMAN,Q5SXY1,Q5SXY1;A0A0J9YUG8;A0A0J9YTU3;A0A0J9YUR2,CYTSB_MOUSE
MTMR6,Mtmr6,10640.79899,7280.841966,6772.035447,7909.247499,9073.51935,8248.618816,4467.825773,5445.199112,6012.290312,23613.29177,24022.82942,24469.24867,27700.54134,31449.3257,28210.91817,29600.95005,27185.1514,30547.89103,myotubularin related protein 6 [Source:MGI Symbol;Acc:MGI:2145637],ENSMUSG00000021987,ENSG00000139505,ENSMUSP00000022563,Q9Y217,Q9Y217,MTMR6_HUMAN,Q8VE11,Q8VE11,MTMR6_MOUSE
FAM114A1,Fam114a1,7082.341826,7747.620087,5361.122139,7911.229336,8622.52185,7454.390794,6300.039456,5143.068733,5326.879934,22147.84701,20560.6414,19459.02465,27252.73325,24895.73877,23019.0627,22183.50655,24446.85679,22571.73816,"family with sequence similarity 114, member A1 [Source:MGI Symbol;Acc:MGI:1915553]",ENSMUSG00000029185,ENSG00000197712,ENSMUSP00000031080,Q8IWE2,Q8IWE2,NXP20_HUMAN,Q9D281,Q9D281;D3Z2J2,NXP20_MOUSE
CORO1A,Coro1a,6488.495131,6444.354374,6022.216804,7922.736496,7321.09913,6864.653468,4846.016744,4338.972318,3967.898661,38550.98798,44150.34717,41439.67058,50415.71764,52844.42414,52945.42146,48059.54701,50594.46394,48954.05843,"coronin, actin binding protein 1A [Source:MGI Symbol;Acc:MGI:1345961]",ENSMUSG00000030707,ENSG00000102879,ENSMUSP00000101972,P31146,P31146;H3BRY3,COR1A_HUMAN,O89053,O89053,COR1A_MOUSE
AHCYL2,Ahcyl2,9977.787294,10655.33868,13029.22779,7923.97768,16768.18861,13682.05519,11467.92424,11633.09714,9439.408045,6750.46665,7761.24998,6572.391242,8995.780333,7764.045606,8082.021288,7445.216791,9308.012157,8224.904219,S-adenosylhomocysteine hydrolase-like 2 [Source:MGI Symbol;Acc:MGI:1921590],ENSMUSG00000029772,ENSG00000158467,ENSMUSP00000135362,Q96HN2,Q96HN2;C9K0S0;H0Y8B3,SAHH3_HUMAN,Q68FL4,Q68FL4;F8WI65;D3YYM7;F8WGT1;H3BL31;D3YX97,SAHH3_MOUSE
Trim41,Trim41,7793.919181,5226.827109,5476.575734,7925.17581,7959.68671,7255.495216,4454.956262,3847.715598,4269.314989,14418.70131,17555.75553,13184.47727,11966.49222,14403.64768,15157.58757,12202.82975,7040.711088,21035.14263,tripartite motif-containing 41 [Source:MGI Symbol;Acc:MGI:2384814],ENSMUSG00000040365,ENSG00000183718,ENSMUSP00000037055,Q8WV44,Q8WV44;D6REK2;H0Y9T3,TRI41_HUMAN,Q5NCC3,Q5NCC3,TRI41_MOUSE
LAMB2,Lamb2,6261.782203,7632.770715,7531.396421,7931.436382,7708.028872,8626.267934,5507.757771,5366.51656,5421.217202,6682.440646,7426.265322,6872.073098,7527.39474,7545.005177,7044.455548,6950.983202,7403.874817,7621.96797,"laminin, beta 2 [Source:MGI Symbol;Acc:MGI:99916]",ENSMUSG00000052911,ENSG00000172037,ENSMUSP00000141562,P55268,P55268,LAMB2_HUMAN,Q61292,Q61292,LAMB2_MOUSE
SH2B2,Sh2b2,8040.916799,7895.934339,7888.364632,7934.374982,7421.397633,6312.761458,5403.12455,5274.868977,4198.148515,4120.928114,3404.993437,3689.071042,5700.496777,5328.696491,3637.824246,4553.898203,3572.548303,4876.709786,SH2B adaptor protein 2 [Source:MGI Symbol;Acc:MGI:1345171],ENSMUSG00000005057,ENSG00000160999,ENSMUSP00000142398,O14492,O14492,SH2B2_HUMAN,Q9JID9,Q9JID9;A0A0G2JED4,SH2B2_MOUSE
DCLK1,Dclk1,12339.73206,9257.395332,9388.089005,7944.856377,8052.251248,8532.722495,6274.987964,6101.593577,6231.899795,92089.88705,101743.2805,90181.74838,105625.6053,106915.0497,106411.9136,100152.3134,106817.9527,106814.7786,doublecortin-like kinase 1 [Source:MGI Symbol;Acc:MGI:1330861],ENSMUSG00000027797,ENSG00000133083,ENSMUSP00000143659,O15075,O15075;Q5VZY9,DCLK1_HUMAN,Q9JLM8,Q9JLM8;Q80VB6;A0A0G2JGQ6;A0A0G2JGR9,DCLK1_MOUSE
FEM1B,Fem1b,10431.98585,8392.542034,7704.315483,7955.821492,7675.853496,7827.153042,5607.05809,5220.204743,4995.013313,1330.737455,2321.463577,1571.77199,3787.279489,2855.348436,3475.601806,3300.414311,2768.406218,2634.575743,fem 1 homolog b [Source:MGI Symbol;Acc:MGI:1335087],ENSMUSG00000032244,ENSG00000169018,ENSMUSP00000034775,Q9UK73,Q9UK73,FEM1B_HUMAN,Q9Z2G0,Q9Z2G0,FEM1B_MOUSE
OBSL1,Obsl1,7666.990726,6954.686672,7084.391039,7987.311539,7503.235856,7887.772142,4875.732108,4690.147469,4457.298494,1854.318877,1518.283515,1920.000363,1679.271368,1322.379691,1309.15112,1414.67441,1550.823704,1712.990515,obscurin-like 1 [Source:MGI Symbol;Acc:MGI:2138628],ENSMUSG00000026211,ENSG00000124006,,O75147,O75147;A6NN50,OBSL1_HUMAN,D3YYU8,D3YYU8;A0A0B4J1L4;A0A0A0MQG1,OBSL1_MOUSE
FAHD1,Fahd1,15760.13498,18812.39205,11695.62688,7995.657241,9667.936592,9560.228234,9913.890356,6476.525002,7974.62927,81139.80075,65717.59163,84532.10271,101151.7855,110769.9715,108512.7866,103074.5255,78661.71848,69109.39527,fumarylacetoacetate hydrolase domain containing 1 [Source:MGI Symbol;Acc:MGI:1915886],ENSMUSG00000045316,ENSG00000180185,ENSMUSP00000055827,Q6P587,Q6P587,FAHD1_HUMAN,Q8R0F8,Q8R0F8,FAHD1_MOUSE
RELCH,Relch,8825.801031,7859.312029,7446.880535,8006.885784,7520.364359,8446.714059,4857.861877,5941.2094,5340.75435,107716.5974,105727.2507,107548.3256,124326.6649,137027.9322,127292.6763,90251.14575,135605.3215,110262.9129,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing [Source:MGI Symbol;Acc:MGI:1922832]",ENSMUSG00000026319,ENSG00000134444,,A0A075B768;A0A075B785,A0A075B768;A0A075B785,A0A075B768_HUMAN;A0A075B785_HUMAN,Q148V7,Q148V7;A0A087WSS1;G3X9J4;E9QM90,RELCH_MOUSE
INPP5F,Inpp5f,6050.521,7354.713637,8340.53862,8011.024539,8826.580993,7348.27764,4980.575646,5427.272374,5138.384508,7121.681792,7935.790228,7392.714977,8646.353247,8072.17599,7972.986854,6764.505537,10081.71472,7357.211311,inositol polyphosphate-5-phosphatase F [Source:MGI Symbol;Acc:MGI:2141867],ENSMUSG00000042105,ENSG00000198825,,Q9Y2H2,Q9Y2H2;A0A3B3ISI3;A0A3B3ITL0;A0A3B3ITR9;A0A3B3IRJ9,SAC2_HUMAN,Q8CDA1,Q8CDA1,SAC2_MOUSE
GRIPAP1,Gripap1,6376.28207,7242.818937,6663.349917,8020.443339,7929.591126,7081.984506,5091.355226,5641.487218,4911.391329,26249.5628,27135.90384,24342.59236,28538.57759,28845.30883,29644.20114,28263.86886,30347.34989,29650.10309,GRIP1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1859616],ENSMUSG00000031153,ENSG00000068400,ENSMUSP00000068789,Q4V328,Q4V328;A0A087WT45,GRAP1_HUMAN,Q8VD04,Q8VD04;A2AEW8;A2AEW9,GRAP1_MOUSE
CBLB,Cblb,7426.703314,7525.434391,8076.160115,8024.562093,8766.504959,7347.269533,5500.502227,6141.893358,5345.845065,4539.35369,6306.32358,6461.351711,7537.355383,6838.407085,7389.023412,7176.148357,8114.439161,6721.848734,Casitas B-lineage lymphoma b [Source:MGI Symbol;Acc:MGI:2146430],ENSMUSG00000022637,ENSG00000114423,ENSMUSP00000110115,Q13191,Q13191;A0A2R8Y5E1;A0A2R8YFD4;A0A2R8Y582;A0A2R8Y8D8,CBLB_HUMAN,Q3TTA7,Q3TTA7;B9EKI5,CBLB_MOUSE
MCM3AP,Mcm3ap,8604.100079,7140.74728,7208.346586,8025.711759,7444.911059,8183.515788,5163.397773,5352.378084,5068.059966,6135.479836,6933.338953,5788.820561,7154.292189,7467.077677,6971.023522,6606.763125,6835.293693,6767.284853,minichromosome maintenance complex component 3 associated protein [Source:MGI Symbol;Acc:MGI:1930089],ENSMUSG00000001150,ENSG00000160294,ENSMUSP00000125960,O60318,O60318,GANP_HUMAN,Q9WUU9,Q9WUU9,GANP_MOUSE
LPCAT4,Lpcat4,12266.79484,7759.294899,8529.303329,8030.391161,7996.667731,9894.648515,5653.605653,5762.265921,5358.279434,11084.64191,11205.72407,10473.51847,15128.53255,14156.02471,12772.3056,12166.8391,12756.79339,14770.40188,lysophosphatidylcholine acyltransferase 4 [Source:MGI Symbol;Acc:MGI:2138993],ENSMUSG00000027134,ENSG00000176454,ENSMUSP00000028554,Q643R3,Q643R3;H3BMK4;A0A0C4DGT4,LPCT4_HUMAN,Q6NVG1,Q6NVG1,LPCT4_MOUSE
EIF4G1,Eif4g1,18927.25684,10365.45731,7784.804811,8030.866593,11416.91669,14120.75455,10616.33189,0,10092.39726,5304.373369,9675.360515,3128.821424,2810.765931,3051.38279,3387.630504,3417.115002,0,13599.75536,"eukaryotic translation initiation factor 4, gamma 1 [Source:MGI Symbol;Acc:MGI:2384784]",ENSMUSG00000045983,ENSG00000114867,ENSMUSP00000144233,C9J2Z7;C9K073;E7EUU4;E7EX73;E9PGM1,E7EX73;E9PGM1;C9K073;C9J2Z7;E7EUU4,C9J2Z7_HUMAN;C9K073_HUMAN;E7EUU4_HUMAN;E7EX73_HUMAN;E9PGM1_HUMAN,D6RCH1,D6RCH1,D6RCH1_MOUSE
